x,y,area,mounded,volume,moud_vol,elev
672090.32,4085790.8,182650,34000,87207.5,123052.5,3.61
672107.83,4105238.3,56000,,14010, , 
672115.07,4096165.8,66775,,26385, , 
672115.32,4098313.3,206500,18925,131245,50397.5,2.66
672126.63,4052520.8,108500,2425,17816.25,5349,2.21
672128.29,4099480.2,102650,,10266, , 
672131.22,4102599.2,61725,5200,12623,9255.25,1.78
672170.21,4093448.3,232925,30500,189380,96687.5,3.16
672177.94,4084870.8,215275,47000,315575,266750,5.68
672178.03,4077083.3,116350,20650,155407.5,61070,2.96
672222.73,4102868.3,93150,,, , 
672225.59,4064868.3,66675,475,9327.25,1147.925,2.42
672245.26,4051423.3,258475,12125,8554.5,44702.5,3.69
672262.13,4091182.6,140100,,, , 
672269.95,4077073.3,116350,19400,145785,54347.5,2.8
672272.04,4103351.7,209600,7950,,19399.75,2.44
672290.11,4079138.4,280725,6975,,14223.5,2.04
672299.95,4091343.3,4650,,2369.15, , 
672310.63,4110170.8,126175,7250,37962.5,15293,2.11
672330.25,4102193.3,60600,,22787, , 
672345.28,4086828.3,17350,50,,104.17,2.08
672348.14,4059440.8,166325,21125,151340,108777.5,5.15
672358,4053230.1,128275,24100,116412.5,69085,2.87
672370.38,4047680.8,141250,15200,19276.75,40672.5,2.68
672390.6,4068970.8,81850,6600,18583.75,14105.5,2.14
672395.08,4061280.8,131625,9050,4378.5,18835.75,2.08
672402.45,4076873.3,37675,,, , 
672421.89,4052393.5,248775,55500,315650,162067.5,2.92
672424.95,4059503.3,166325,21450,176397.5,111557.5,5.2
672432.75,4058180.8,170325,,, , 
672455.4,4086223.3,32100,,18352, , 
672467.83,4085168.4,94625,,, , 
672470.46,4070115.8,57500,,14568.5, , 
672474.95,4072818.3,32600,25,,119.94,4.8
672499.52,4104615.8,66850,,2182.2, , 
672509.83,4093907.5,124300,27000,165582.5,97335,3.62
672518.19,4053678.3,86425,3625,11246.25,7718.25,2.13
672525.16,4112725.8,84925,3550,,34125,9.61
672529.95,4052418.3,248775,48500,307775,144680,2.98
672529.96,4057608.4,67100,,16325.5, , 
672542.67,4055065.8,62275,750,28390,1842,2.46
672548.25,4101504.6,80050,2900,20895.75,5357.75,1.85
672550.25,4054018.6,80275,6475,57387.5,18100.5,2.8
672559.06,4103044.4,10825,,, , 
672565.34,4051955.8,68650,125,,419.225,3.35
672572.98,4060080.8,36900,,, , 
672574.95,4055083.3,52175,250,20851.75,621.725,2.49
672579.95,4070993.3,7800,,7877, , 
672582.93,4086445.8,37400,1075,19604.5,2455.975,2.28
672602.98,4035570.8,50575,4825,42797.5,30257.5,6.27
672605.41,4087145.9,151375,52000,251300,198722.5,3.82
672609.95,4068003.3,7550,,, , 
672634.95,4087113.3,141125,49250,223005,179155,3.64
672635.06,4063145.9,202600,68000,237095,202037.5,2.98
672648.44,4102013.3,136375,,15831.75, , 
672654.95,4063228.3,202600,60500,198542.5,175707.5,2.9
672664.95,4086428.3,37400,2450,19114.5,5279.25,2.15
672690.49,4054800.8,52500,6150,62430,13863,2.25
672709.95,4071313.3,7200,,3215.25, , 
672743.14,4084503.3,18350,,, , 
672745.17,4114405.8,53000,2500,44067.5,8208.25,3.28
672747.49,4055363.3,72600,,14152.75, , 
672750.46,4062271,58350,3250,13739.25,9387.25,2.89
672772.95,4054495.8,174600,67000,389875,276350,4.13
672787.48,4074648.3,41950,375,35150,837.475,2.23
672797.84,4070190.8,66650,9300,82045,29460,3.17
672798.31,4045595.8,103175,22450,139885,58860,2.62
672800.49,4106245.8,54150,,, , 
672832.79,4085840.9,68850,4550,,7646,1.68
672838.02,4044850.8,121475,9825,,25412.5,2.59
672840.26,4052273.3,119350,2875,,16019,5.57
672844.34,4113588.7,429200,204750,3994500,376900,18.4
672845.07,4063703.4,48325,,, , 
672845.2,4114090.9,86500,3075,,32945,10.7
672850.67,4063960.8,40000,11600,50067.5,26477.5,2.28
672853.14,4116174.1,152875,100,,505.325,5.05
672858.05,4073250.5,119175,,, , 
672870.46,4097257.2,121175,23925,124502.5,72075,3.01
672872.68,4066810.8,52475,11250,62722.5,28755,2.56
672872.85,4077308.9,96100,,, , 
672904.95,4085778.3,1450,,1101.175, , 
672940.7,4093102.5,119875,2225,,5806.25,2.61
672941.81,4081245.7,235600,17325,173672.5,44690,2.58
672945.43,4077700.9,59575,7450,23628.75,22741.5,3.05
672949.95,4100118.3,3075,,, , 
672960.46,4102183.3,56175,1600,17871,2710,1.69
672977.99,4101235.9,39150,,, , 
672997.15,4107439.2,126025,3400,,7886.5,2.32
673000.02,4111833.3,77125,,, , 
673010.86,4112153.3,119200,24625,112497.5,70715,2.87
673010.95,4078335.8,52275,,4866.25, , 
673012.45,4098658.3,13300,,, , 
673048.03,4055763.4,41900,13450,58705,47892.5,3.56
673074.95,4052668.3,1875,,, , 
673100.02,4100433.3,73750,1425,,2459.475,1.73
673109.57,4104571.5,27025,,12137, , 
673110.28,4069913.3,209925,61750,390075,421050,6.82
673127.77,4083218.3,30175,75,8649.5,94.7825,1.26
673152.48,4098420.8,81750,250,,485.775,1.94
673162.75,4070545.8,70650,14325,70127.5,26932.5,1.88
673235.7,4098790.8,22075,2825,19746,5258.5,1.86
673245.17,4116388.4,141325,49000,909275,558575,11.4
673246.02,4088470.8,36500,,, , 
673250.17,4091420.8,68175,14050,99917.5,49115,3.5
673275.77,4101928.3,76025,2525,21124.25,5051,2
673278.1,4075840.9,142825,15675,80832.5,56657.5,3.61
673295.23,4107255.8,39000,625,21509.75,1128.875,1.81
673295.23,4115375.9,154075,5300,55355,17116,3.23
673315.57,4066660.8,113675,2300,,5352,2.33
673332.12,4097582.7,93600,12675,10964.5,26900,2.12
673343.01,4045518.3,127675,15900,59005,50185,3.16
673351.69,4106238.7,36225,,13883.75, , 
673355.49,4086800.8,10050,,, , 
673384.95,4054178.3,7650,,3221, , 
673396.51,4103825.6,33475,,, , 
673422.61,4084118.3,94050,1300,19383.75,2616.25,2.01
673422.98,4099028.3,82750,,9630, , 
673423.21,4085535.8,12475,,2064.075, , 
673425.55,4067470.8,84475,17800,118792.5,61787.5,3.47
673446.27,4093143.6,26325,,, , 
673457.84,4071618.3,25200,4475,13722.25,11324.75,2.53
673478.12,4072868.4,82775,12800,56965,31120,2.43
673509.95,4053898.3,7075,,, , 
673522.78,4061163.3,87225,38000,102965,83877.5,2.21
673527.76,4088983.3,54700,,, , 
673560.6,4060563.3,165875,,53730, , 
673568,4072295.8,65275,14675,53287.5,44142.5,3.01
673582.65,4083208.3,46200,1975,28747.5,2880.5,1.46
673595.54,4055213.5,137225,36750,166780,175230,4.77
673617.69,4059918.4,48725,14850,27680,34967.5,2.35
673647.66,4073155.8,34275,,, , 
673676.95,4088645,271100,55250,261125,261700,4.74
673697.69,4097893.3,53200,,2924, , 
673727.73,4059078.3,69400,18000,164880,78397.5,4.36
673731.97,4122469.9,74600,225,,10492.75,46.6
673732.68,4080023.3,29950,,, , 
673752.8,4086460.8,27850,100,8707,169.6725,1.7
673758.28,4107155.4,97600,50,47437.5,121.6125,2.43
673768.06,4082215.8,18200,350,,596,1.7
673785.77,4090368.1,190475,54500,281275,228687.5,4.21
673787.45,4069013.3,32300,150,,537.9,3.59
673799.7,4101417.1,36550,,17194.25, , 
673803.04,4066148.3,47725,21900,79625,76047.5,3.47
673815.02,4103111.8,77725,11100,20901,23724.25,2.14
673815.29,4092350.8,72600,6575,8828.25,13285,2.02
673817.45,4082570.8,14425,25,,54.9625,2.2
673817.65,4077883.3,287325,52750,138557.5,220530,4.18
673819.95,4086463.3,15525,,, , 
673828.7,4109016.7,123650,1075,,2294.7,2.13
673835.4,4087543.3,25175,,25400, , 
673849.41,4104795.1,82000,2750,18624.25,4795.5,1.74
673865.79,4107400.8,86275,2500,58415,7004.75,2.8
673870.35,4079263.4,100700,,, , 
673904.19,4093070.3,26725,,, , 
673910.41,4076473.3,50825,3450,931.325,7704,2.23
673939.86,4112306.6,102925,,, , 
673945,4091434.2,103400,50,34330,170.7225,3.41
673965.34,4079936,11175,,8638, , 
673972.03,4112053,48675,,8407.5, , 
673982.59,4090846.3,147625,16375,27890,71130,4.34
674025.05,4083775.8,67850,325,22220,709.6,2.18
674032.83,4082873.3,36625,,, , 
674033.51,4121830.8,765725,18875,,68402.5,36.2
674040.17,4033960.8,333275,77000,415625,278400,3.62
674077.87,4098510.8,29200,2575,9252.5,4822.25,1.87
674080.35,4072316.2,121225,,61172.5, , 
674123.84,4095822.9,216200,12200,27705,27285,2.24
674142.95,4079343.3,24350,,, , 
674157.89,4093603.3,83150,,, , 
674160.58,4065963.3,59050,,, , 
674162.38,4116089.2,108550,12225,281425,149125,12.2
674201.28,4100792.5,225575,,, , 
674218.14,4064678.3,13225,,, , 
674230.02,4075288.3,60200,225,,855.95,3.8
674263.68,4109653.5,38275,1075,,2459.35,2.29
674271.42,4094208.1,554475,34000,,168285,4.94
674294.95,4096963.3,63025,1500,37810,2862,1.91
674295.73,4056234.1,125875,26000,215895,89630,3.46
674357.91,4044528.3,134775,17900,78547.5,50465,2.82
674364.95,4072023.3,48975,8250,,21025.5,2.55
674415.24,4056035.8,39375,1250,31250,4234.25,3.39
674459.98,4083703.3,53650,,22179.25, , 
674470.66,4085038.4,144375,3075,,7380.75,2.4
674494.95,4057238.3,6775,,, , 
674507.83,4082518.3,28825,3075,5887.75,10302,3.35
674512.99,4074055.8,47375,75,,182.115,2.43
674529.79,4092079,307075,49000,29607.5,173525,3.55
674534.82,4111803.5,129900,500,30640,1103.35,2.21
674555.59,4070563.3,9175,,, , 
674565.47,4098216.4,121275,,, , 
674588.67,4100787.1,104800,18275,53770,49260,2.7
674647.99,4033308.4,121250,300,30205,708.025,2.36
674652.85,4076563.3,72975,575,30432.5,1315.8,2.29
674655.46,4039848.3,47100,4225,33707.5,15172.75,3.59
674680.29,4076080.8,48775,,23998.5, , 
674699.48,4062506,93200,37250,116237.5,109347.5,2.93
674703.1,4084283.4,203550,39000,271475,145997.5,3.75
674705.09,4075325.8,53850,7125,59235,18166,2.55
674705.11,4077763.3,69200,9925,26517.5,24472.25,2.47
674705.42,4055673.3,91150,28000,133340,115792.5,4.15
674730,4063653.3,56975,275,9308,617.475,2.25
674738.2,4060551,50550,1875,28320,3235.5,1.73
674745.2,4097495.9,185950,1225,,2180.1,1.78
674750.78,4107865.2,73125,,, , 
674760.38,4105626.2,25050,,, , 
674770.61,4081420.8,63550,25,31607.5,50.8025,2.03
674782.74,4066733.3,27075,200,11941,474.425,2.37
674806.27,4078803.3,89975,100,,295.575,2.96
674814.95,4100658.3,22925,1025,,2420.175,2.36
674820.37,4080875.9,356525,14725,,45397.5,3.08
674834.83,4110531.5,94275,25500,92862.5,65682.5,2.59
674835.3,4080298.4,59550,13850,42595,40485,2.92
674847.98,4048258.3,59475,10600,26842.5,25360,2.39
674867.91,4062280.8,97825,1950,,3855.25,1.98
674882.73,4058078.3,53575,,, , 
674883.03,4042065.9,203300,275,8792.5,735.375,2.67
674893.21,4072465.8,14425,4750,23960.5,14469,3.05
674905.11,4109209.4,62350,,285.65, , 
674915.97,4099191.2,151325,11075,82970,25252.5,2.28
674937.99,4076543.3,68400,2225,32740,4370.75,1.96
674942.9,4092543.4,192600,49500,195977.5,131750,2.66
674970.14,4068420.8,88975,5950,64257.5,16996.25,2.86
674984.53,4112230.8,93100,4225,1578.675,9234.5,2.19
674985.05,4056658.3,113425,9725,76335,25640,2.64
674985.6,4073255.8,52700,9800,68977.5,29717.5,3.03
675006.61,4115191.2,103975,5000,236425,80737.5,16.1
675035.26,4084470.8,54075,,, , 
675040.61,4060075.8,44475,550,6681.5,1222.425,2.22
675047.65,4063995.9,91200,6150,,13672.25,2.22
675050.35,4088923.3,69875,1275,,3149.5,2.47
675063.19,4069380.8,76500,5950,56510,14940.75,2.51
675072.99,4079110.8,33375,5150,,10870.5,2.11
675073.14,4055220.8,78275,6750,105955,27307.5,4.05
675135.46,4055455.8,66625,8700,100552.5,40215,4.62
675147.71,4047788.3,163075,16250,41567.5,45845,2.82
675153.13,4085080.8,71100,6600,26712.5,19457.75,2.95
675166.33,4106790.4,130475,4500,,11034.5,2.45
675185.2,4055790.8,154050,50,,160.7725,3.22
675207.75,4067195.8,42150,25,,60.775,2.43
675208.05,4094637.4,64625,13800,54930,37275,2.7
675217.75,4058493.3,48250,,, , 
675228.03,4070193.3,95925,3950,,12263,3.1
675232.79,4066968.3,34975,950,21352,2425.9,2.55
675261.26,4078328.3,11600,,, , 
675267.88,4059605.8,73000,11975,109115,35255,2.94
675277.74,4083735.9,68450,,, , 
675288.02,4083050.8,76150,125,26737.5,269.3,2.15
675290.41,4110263.3,50675,,25027.5, , 
675295.46,4071675.8,68175,,, , 
675305.69,4060325.8,1.00E+05,4525,,10955.5,2.42
675310.45,4060940.8,46775,13900,48925,36060,2.59
675337.74,4093298.3,27900,,, , 
675355.48,4086385.8,6750,,2478.7, , 
675367.73,4059108.3,128400,,5298.5, , 
675375.3,4086653.3,35900,,16772.25, , 
675402.59,4092568.3,218350,53000,159622.5,120292.5,2.26
675527.61,4078248.3,43400,,, , 
675527.88,4093090.8,27700,75,10054.5,196.7375,2.62
675530.24,4087183.3,70700,150,28910,322.575,2.15
675530.25,4045065.8,294725,16550,478.5,41572.5,2.51
675537.82,4102678.5,173700,17050,84937.5,30535,1.79
675545.31,4082283.3,111350,125,22193.5,397.425,3.18
675552.95,4088438.4,76800,,, , 
675563.32,4061138.3,47600,3525,,8126.75,2.31
675585.79,4111568.9,91475,225,,343.625,1.53
675613.14,4103266.2,46025,2275,16845,4282.25,1.88
675620.42,4064718.3,85875,,, , 
675621.74,4095950.9,74700,400,,1074.175,2.69
675640.32,4075288.4,233575,12350,118365,34735,2.81
675674.95,4058723.3,26850,,, , 
675677.12,4100512.3,58450,,29702.5, , 
675682.78,4041100.8,40450,,, , 
675708,4090358.9,220850,25,100495,39.0525,1.56
675712.67,4061365.8,55850,150,55627.5,427.75,2.85
675713.06,4065190.8,4100,,, , 
675725.42,4103386.6,27900,,21256.5, , 
675749.95,4098023.3,24800,2625,14307.75,4755.5,1.81
675757.99,4055595.9,110000,33750,244210,165270,4.89
675776.88,4103856.4,110600,10350,55352.5,17386.25,1.68
675779.95,4072198.3,27300,250,,736.3,2.95
675783.05,4071133.3,48675,,, , 
675795.25,4063668.3,7550,475,5315.5,1224.25,2.58
675817.84,4098875.6,241550,10800,83395,37150,3.44
675847.89,4075650.8,64500,,6777.75, , 
675855.62,4078288.3,70475,,2769, , 
675874.95,4059313.3,29075,,, , 
675882.93,4048453.3,48975,5725,15450.75,14073.5,2.46
675885.83,4071913.3,19975,,, , 
675900.23,4084085.8,45350,,6106.75, , 
675901.13,4105407.5,127000,10700,78045,26045,2.43
675922.82,4049348.4,242225,4950,,14790.5,2.99
675932.86,4070093.3,24300,400,,1065.5,2.66
675940.18,4110378.3,183275,23775,254050,115432.5,4.86
675942.63,4055978.3,155675,9525,52505,34952.5,3.67
675945.31,4101960.8,80750,1675,81487.5,5097.25,3.04
676002.84,4109010.8,114325,23625,164867.5,71992.5,3.05
676017.98,4105118.3,77200,1475,,2927,1.98
676035.77,4070613.3,23075,,16222, , 
676045.55,4087600.9,90725,11725,56270,28285,2.41
676047.27,4086800.3,193025,9900,84155,27667.5,2.79
676070.27,4071500.8,65975,,, , 
676072.14,4109931.1,77450,5975,32945,15703.25,2.63
676083.4,4067120.8,17125,,12399.5, , 
676095.4,4109480.8,155050,11775,90527.5,41847.5,3.55
676107.6,4069445.8,38775,,, , 
676130.39,4106738.6,82600,175,,292.95,1.67
676135.31,4061680.8,194200,7425,18924.5,34042.5,4.58
676150.53,4047175.8,50000,625,21823.5,1643.6,2.63
676155.19,4110954,85375,1100,,2918.25,2.65
676165.4,4060218.4,138575,1900,,4542,2.39
676188.13,4073320.8,154375,6800,,17032.5,2.5
676213.1,4078975.8,99300,1675,,3692,2.2
676232.84,4064060.5,57800,4650,55497.5,12483.75,2.68
676267.71,4063668.3,77725,2700,9280.5,7526.25,2.79
676270.28,4075593.3,32975,5175,14443.25,12638.25,2.44
676273.31,4108627.7,83475,24750,110737.5,78037.5,3.15
676285.05,4110238.3,119600,34000,177232.5,130975,3.86
676287.45,4070245.8,49375,2700,1208.225,7094,2.63
676294.25,4096029.1,197675,39250,148080,144635,3.68
676297.9,4096840.8,200425,13250,,43887.5,3.31
676307.6,4056795.8,186875,,, , 
676310.3,4076010.8,27600,,10586, , 
676310.99,4093051.4,164850,26000,146780,59772.5,2.29
676328.27,4066268.3,90900,17825,86767.5,47407.5,2.66
676345.44,4073975.8,38625,18525,56407.5,47517.5,2.57
676355.43,4041840.8,92850,2650,,9000.75,3.4
676355.49,4065365.8,31000,,, , 
676373.74,4100670.9,148800,19675,98662.5,47737.5,2.43
676390.66,4085693.3,49425,5725,31177.5,12817.25,2.24
676394.95,4107188.3,45000,,15982.75, , 
676403.94,4123556.2,31125,450,,7609,16.9
676405.51,4077355.8,217300,16300,,41212.5,2.53
676428.02,4070525.9,106825,,, , 
676430.31,4109575.8,65925,4300,46672.5,12980.25,3.02
676480.45,4068550.8,90150,875,47992.5,2668.25,3.05
676483.4,4094365.8,21125,500,7168.75,1623.8,3.25
676494.95,4053553.3,54000,,1355.325, , 
676500.4,4049455.8,162150,,, , 
676517.93,4026280.9,54250,,, , 
676582.74,4048430.8,10250,75,7081.75,97.085,1.29
676587.78,4083015.8,225100,16425,162695,54145,3.3
676610.23,4072500.8,11075,,, , 
676620.67,4080160.8,232175,13900,,44175,3.18
676632.57,4099318.3,45500,250,,387.675,1.55
676654.69,4111645.3,64125,21500,99835,57380,2.67
676655.35,4097763.4,43800,2175,52435,6803.5,3.13
676658.22,4108694.6,213050,34000,207697.5,152785,4.48
676660.28,4054058.4,153275,350,,726.05,2.07
676665.12,4088818.3,173575,15600,,57452.5,3.68
676695.61,4087808.3,82625,,, , 
676710.08,4097083.3,123300,4700,118375,19529,4.16
676712.53,4094345.8,35525,1250,21976.75,1801.5,1.44
676715.68,4100783.3,110975,7375,,16123.25,2.19
676715,4056805.8,85875,40000,189747.5,169765,4.24
676717.8,4066570.8,23225,,, , 
676745.39,4055923.3,84300,13675,12962,28765,2.1
676760.43,4057430.9,99500,,, , 
676765.35,4046800.8,94000,1475,,3489.75,2.37
676800.44,4067203.2,174225,,, , 
676805.35,4062900.8,38375,800,,1935.225,2.42
676809.95,4055933.3,84300,13375,15818,30102.5,2.25
676810.51,4076665.8,35550,,10812.5, , 
676820.43,4066783.3,16325,,, , 
676826.52,4094887.8,82625,,, , 
676835.06,4077490.8,37450,1725,,3057.75,1.77
676854.81,4107427.3,142000,14950,104072.5,28232.5,1.89
676856.01,4105791.6,148450,7650,17423,22410.75,2.93
676867.55,4084373.3,29400,,2590.75, , 
676872.45,4053375.5,63725,,, , 
676873.23,4068928.3,48025,1250,20950.5,3270,2.62
676879.95,4068933.3,54975,2175,33452.5,5381,2.47
676899.55,4111834.8,67650,7175,55805,23882.75,3.33
676908.12,4044770.8,120125,,, , 
676912.12,4110339.7,63100,,, , 
676920.97,4094610.6,139925,24725,49015,107932.5,4.37
676935.24,4073755.8,67350,21950,55000,44802.5,2.04
676960.22,4091245.3,247575,40250,62282.5,158017.5,3.92
676970.66,4067973.3,6225,,3190.25, , 
676975.61,4097380.7,57050,2450,18235.5,6964.25,2.84
676985.22,4071238.2,17425,,486.55, , 
676997.79,4073463.1,27800,,, , 
677005.14,4067705.8,17650,,2926.5, , 
677013.01,4096988.3,80250,,, , 
677027.89,4085261,20250,,, , 
677039.67,4098037.3,70525,14050,106497.5,40577.5,2.89
677075.27,4070823.3,28200,,, , 
677078.11,4056663.3,95550,6825,131252.5,49795,7.3
677085.2,4059670.8,18575,8050,25047.5,20105.75,2.5
677094.95,4066773.3,2650,,, , 
677108.07,4102579.8,80325,2600,67120,11282.25,4.34
677125.29,4085745.9,274500,41000,90417.5,152792.5,3.72
677152.78,4069735.8,26250,125,2126.875,228.79,1.83
677174.95,4058768.3,30450,,, , 
677183.01,4064348.3,70700,3775,8846.75,9684.75,2.57
677192.66,4049610.8,339250,7875,,19866,2.52
677204.63,4093184.3,59175,,, , 
677231.68,4109983.5,30350,,20040, , 
677240.66,4058373.3,42025,12300,121182.5,65762.5,5.35
677268.01,4098490.8,84025,25,,72.12,2.88
677275.38,4052098.3,127050,25750,93657.5,56740,2.2
677278.16,4063735.8,232750,13500,,33900,2.51
677280.31,4094138.3,36425,,, , 
677282.38,4110268.8,35675,2325,31830,5558.75,2.39
677285.38,4062150.9,206900,625,,1607.525,2.57
677287.54,4077778.5,46750,,, , 
677295.52,4083070.8,30625,,8784.5, , 
677308.87,4112078.5,162575,5925,84532.5,30215,5.1
677320.14,4072118.3,26875,,6032, , 
677345.28,4067193.3,29125,,, , 
677352.99,4098073.9,131375,,, , 
677391.07,4100821.3,39550,50,10951.25,104.695,2.09
677400.56,4060775.8,19450,,4093.25, , 
677408.07,4076188.3,24050,1850,21330.25,3515.25,1.9
677442.81,4108745.8,141775,39750,243047.5,141595,3.56
677453.32,4067788.3,19300,,20399.75, , 
677458.2,4084410.8,47175,10575,20649.5,19003.5,1.8
677468.02,4058205.8,71875,1550,15292.75,10464.5,6.75
677469.95,4065238.3,7725,,, , 
677492.93,4056445.9,54150,,, , 
677493.89,4110615.9,59325,525,,1543.75,2.94
677495.26,4103128.1,608350,270000,2670750,2611250,9.66
677517.45,4088113.3,30275,175,34530,588.075,3.36
677525.5,4069800.8,29125,,2609, , 
677532.77,4068455.8,160350,19775,192010,67357.5,3.41
677572.78,4067440.8,33650,,10794, , 
677577.45,4068840.3,40225,,14608, , 
677580.12,4043965.9,117900,6700,,13215,1.97
677634.95,4060288.3,7875,,3789.5, , 
677636.67,4102490,91000,4950,63025,14272.75,2.88
677637.93,4073315.9,88850,16275,71535,35697.5,2.19
677642.57,4076215.8,63600,3850,14346.5,7222,1.88
677642.68,4059033.3,29075,6775,25257.5,21235.75,3.13
677642.94,4064540.8,69725,750,,2090.95,2.79
677647.93,4048155.8,132550,1825,,5559.25,3.05
677670.24,4103716.6,125675,,25827.5, , 
677670.62,4070933.4,152850,13500,35347.5,38615,2.86
677705.17,4055595.8,354475,3700,,10315.25,2.79
677712.66,4104390.8,139225,,6293.5, , 
677715.36,4086860.8,77325,13700,82527.5,39580,2.89
677763.05,4105763.3,62775,6750,28350,19171.75,2.84
677780.52,4093466.1,168500,17125,92550,36872.5,2.15
677797.76,4045378.4,590025,6400,,19701.75,3.08
677827.78,4058055.8,77850,34500,186670,148770,4.3
677832.78,4107062.3,96950,6175,10827.5,14338.5,2.32
677837.75,4086345.8,29925,750,8029.25,1286.075,1.71
677862.74,4067475.8,12675,,, , 
677866,4106395.4,46650,13750,43637.5,27077.5,1.97
677867.7,4064890.8,34825,13725,43510,33285,2.43
677877.69,4102640.8,75425,,71295, , 
677892.98,4097598.1,296250,45750,32472.5,129690,2.83
677924.95,4059938.3,23875,1325,4671.5,3289.75,2.48
677932.92,4111132.7,214375,33250,300475,171607.5,5.15
677932.95,4070375.8,18975,,12937.25, , 
677937.84,4059588.4,79900,,17387, , 
677944.86,4098137.5,75375,5100,60612.5,12434,2.44
677946.77,4094973.1,29125,,7278.25, , 
677955.27,4103488.3,46600,,18916.75, , 
677962.63,4061378.3,78275,,4283.25, , 
678002.81,4085273.3,91950,1825,,4535.75,2.49
678036.61,4101591.5,90525,475,6630.75,1245.475,2.62
678055.55,4088653.3,23400,,, , 
678081.58,4108661.2,61225,475,27150,805.2,1.7
678083.45,4064553.3,14075,1375,7731.75,2719.75,1.98
678090.14,4048788.3,78500,,, , 
678090.26,4065175.9,151800,20975,140332.5,72790,3.47
678103.99,4108031.8,42450,275,1987.65,421.275,1.53
678137.67,4071680.8,40325,400,17637.25,735.375,1.84
678143.05,4068228.3,25400,,, , 
678152.45,4073035.8,20100,,, , 
678155.92,4068733.3,26325,,1554.75, , 
678185.34,4061648.3,45775,11450,70310,34417.5,3.01
678192.73,4099140.8,57525,,1900.125, , 
678205.92,4064948.3,9625,,6234.5, , 
678210.23,4055488.3,165625,24375,127865,107882.5,4.43
678263.04,4056515.8,106150,7225,641.25,17226.25,2.38
678282.46,4108171.5,43925,400,7059.25,536.1,1.34
678283.33,4058859.4,151825,23250,267050,96542.5,4.15
678290.64,4086073.3,3525,,484.725, , 
678310.59,4067278.3,20600,5225,4063.75,10125.75,1.94
678310,4062913.3,51750,,, , 
678340.19,4063991,39450,425,,828.375,1.95
678392.65,4090185.8,58600,5450,6797.5,7914.5,1.45
678395.16,4061705.8,44275,,2392.075, , 
678407.75,4074663.3,212775,7250,1994.375,20393,2.81
678408.05,4072320.8,16600,,3345.25, , 
678410.16,4107100.8,30325,,, , 
678412.86,4066618.4,151075,,, , 
678432.62,4089453.3,69125,,, , 
678434.95,4072283.3,118075,25,41412.5,52.6775,2.11
678435.67,4093398.3,32100,,3908.75, , 
678442.66,4070523.3,22100,,, , 
678450.48,4080030.8,15175,50,,127.84,2.56
678456.5,4099573.3,10650,,, , 
678465.42,4098773.3,39975,3625,33227.5,9905.25,2.73
678465.43,4086745.8,27050,75,14662.25,151.93,2.03
678470.7,4059950.8,32650,1550,18938.75,3861.25,2.49
678472.89,4076786,23550,,10650, , 
678477.45,4071258.3,14150,,, , 
678484.95,4064683.3,83225,6025,33100,22900.75,3.8
678509.77,4106781.8,41150,2850,,5349.25,1.88
678515.61,4069258.3,52650,,, , 
678542.9,4082930.8,40775,,, , 
678545.65,4087238.7,341700,24300,59502.5,69752.5,2.87
678587.75,4059293.3,139175,21125,,86657.5,4.1
678590.18,4065093.4,106900,6025,50222.5,24658.5,4.09
678612.93,4073958.3,44450,,, , 
678620.87,4090935.7,172200,,, , 
678647.45,4072185.8,17725,,1664.275, , 
678677.87,4079173.3,147325,2275,,5796,2.55
678691.64,4098954.5,117500,15925,99092.5,53757.5,3.38
678695.15,4061233.3,27975,875,11862,1764.4,2.02
678698.09,4095225.8,86900,,26760, , 
678720.22,4051213.3,284725,12725,,26032.5,2.05
678722.61,4060535.8,94375,,3288, , 
678733.53,4097427.2,31300,,2136.8, , 
678750.56,4055605.8,42225,9650,15550,22383.25,2.32
678760.16,4056450.8,133750,15800,92240,46065,2.92
678782.69,4084908.3,52425,,, , 
678783.19,4073725.8,25800,,, , 
678786.26,4061428.3,4450,,1188.6, , 
678795.24,4109093.3,7675,125,391.4,212.33,1.7
678798.06,4073518.3,48500,5875,35452.5,17440.25,2.97
678820.42,4062095.8,41425,13375,24708,29125,2.18
678837.92,4067900.8,180050,7025,78352.5,21119,3.01
678855.45,4073001,59975,4850,6465.25,14676.75,3.03
678867.64,4081168.3,63850,8650,65272.5,24584.25,2.84
678880.13,4047138.4,178725,6525,,15404.25,2.36
678894.62,4111317.3,149025,2550,,12951.5,5.08
678895.57,4062998.5,53450,3500,17803.25,7395.25,2.11
678901.04,4103941.9,268675,27500,175612.5,92902.5,3.38
678915.14,4063418.3,133750,5050,,12686.5,2.51
678918.66,4108564.3,120100,26000,157360,74507.5,2.87
678937.68,4041220.8,58200,15200,100737.5,54587.5,3.59
678940.35,4097685.8,196725,525,,1546.625,2.95
678972.9,4084380.8,215250,13925,52510,47520,3.41
678982.9,4072780.8,22125,,, , 
679017.97,4066148.4,78700,,, , 
679027.86,4083458.3,114825,1050,15867,2565.75,2.44
679030.3,4066898.3,41650,,25287.5, , 
679046.28,4110105.1,199525,11950,55740,39715,3.32
679052.71,4056653.3,66225,,32322.5, , 
679052.79,4071208.1,23550,,1028.1, , 
679061.57,4098718.3,162050,21225,110530,58415,2.75
679067.9,4088858.4,325375,13225,,32917.5,2.49
679080.37,4103288.3,76575,,, , 
679082.97,4089263.3,95225,,5874.5, , 
