x,y,area,mounded,volume,moud_vol,elev
640757.98,4047972.4,44925,2300,14698.5,5316.25,2.31
640764.83,4090998,25875,575,,1242.6,2.16
640765.26,4083270.8,21525,3325,9924,5711,1.72
640766.65,4099540.9,2.00E+05,58750,326625,202950,3.46
640767.73,4074745.8,280700,33000,223650,142715,4.32
640792.75,4089630.8,16725,,8924, , 
640801.13,4106352.6,119400,11025,20624,34965,3.17
640814.36,4109339.4,34700,,, , 
640817.51,4085380.9,151025,21525,230245,79052.5,3.67
640822.82,4103210.6,115700,,, , 
640825.36,4077490.8,182925,45750,492125,297925,6.51
640863.84,4093324.8,88850,4600,,20143.5,4.38
640889.95,4068233.3,7425,,5542.5, , 
640899.95,4073063.3,900,,, , 
640902.4,4103778.5,40625,4075,25240,10355.75,2.54
640907.82,4076538.3,203750,11375,240510,59797.5,5.26
640955.14,4070563.3,61625,,, , 
640972.57,4083843.3,112000,13775,49672.5,51347.5,3.73
640980.05,4080195.8,83575,,, , 
640982.69,4075900.8,65375,,, , 
640985.62,4086915.8,107450,,, , 
641015.18,4097519.9,54500,,2027.925, , 
641018.84,4090857.1,30200,75,12455.25,156.575,2.09
641027.69,4068845.8,79325,6350,29597.5,19713.25,3.1
641032.73,4081813.3,79925,4925,32247.5,13724.25,2.79
641035.42,4062078.3,171300,,, , 
641035.77,4114473.3,70675,6825,3069.5,10642.25,1.56
641055.19,4054633.3,94525,,3163, , 
641057.37,4117327.2,87975,25750,367125,303100,11.7
641084.95,4117328.3,87975,26000,357675,301075,11.6
641103.08,4108145.8,87700,4425,,14780.75,3.34
641104.95,4040718.3,7450,475,1740.35,1162.2,2.45
641107.73,4082243.3,70700,,, , 
641115.63,4069175.8,88250,375,123302.5,1334.875,3.56
641122.49,4103965,68575,125,,247.3625,1.98
641123.97,4112466.1,367900,59250,84602.5,283875,4.79
641147.78,4110620.8,24825,,16250.25, , 
641150.61,4066253.3,31475,,, , 
641150.82,4114233.3,104225,,, , 
641174.53,4090707.6,68750,,, , 
641180.26,4049368.3,41000,1450,22640.75,2815.25,1.94
641183.48,4092520.8,118025,475,,1530.8,3.22
641244.95,4090713.3,3550,,, , 
641259.41,4098814.6,156325,50,,131.6975,2.63
641274.95,4058798.3,8025,,, , 
641275.29,4079142.9,77500,75,60775,304.775,4.06
641285.48,4089215.8,52900,1800,36692.5,4623.25,2.57
641297.74,4068655.8,92025,1450,14006.75,4290.5,2.96
641310.31,4075293.3,36200,4850,100335,28282.5,5.83
641317.85,4081423.3,27550,,, , 
641330.2,4064213.1,122075,1500,117842.5,5081,3.39
641330.35,4084240.8,33025,125,23249.25,309.95,2.48
641365.23,4060378.4,111650,,48867.5, , 
641370.46,4065445.8,74625,175,,497.575,2.84
641374.95,4089303.3,5825,25,,59.725,2.39
641412.58,4065703.3,88850,50,63070,151.5825,3.03
641417.85,4088620.8,34200,5500,26297.5,22562.5,4.1
641447.82,4084780.8,80900,1850,3102.25,4455.5,2.41
641452.83,4083738.3,205225,1225,,3568.5,2.91
641465.71,4071833.4,100575,27500,107955,89067.5,3.23
641468.83,4118087.2,413725,14225,,35605,2.5
641470.37,4077970.8,46425,3675,28842.5,10429.75,2.84
641470.43,4075903.4,158625,14225,120237.5,103875,7.3
641497.97,4094805.8,75325,,, , 
641498.3,4090576.2,90875,7475,186262.5,38612.5,5.17
641505.29,4108398.6,92200,50,2531.75,142.03,2.84
641515.29,4074643.3,37550,1625,,9555.75,5.88
641515.56,4065290.8,69000,,, , 
641530.17,4099042,40125,,, , 
641552.78,4087675.8,232500,47250,304500,234247.5,4.95
641575.3,4074818.3,37200,4400,65062.5,30117.5,6.85
641595.51,4089370.8,106475,,, , 
641597.11,4115040.9,113525,525,,782.025,1.49
641600.43,4090240.8,34350,5425,32747.5,17036.5,3.14
641605.28,4049088.4,339700,26500,71267.5,73737.5,2.78
641607.82,4082970.8,88400,1825,3110.5,4152.5,2.28
641615.36,4095768.3,112000,75,,314,4.19
641630.35,4089038.3,27700,,, , 
641672.95,4066943.3,513325,154500,1315250,1153850,7.47
641700.58,4077025.8,108400,2475,46937.5,8771.5,3.54
641703.21,4065393.5,58725,300,10578.25,903.1,3.01
641735.97,4096920.8,102575,6375,,26430,4.15
641743.3,4094608.3,88525,3675,14135.5,23495.5,6.39
641750.46,4086075.8,39625,350,,824.55,2.36
641750.54,4076785.8,44475,,, , 
641755.29,4065120.9,82575,475,,859.1,1.81
641762.67,4087165.8,64425,4275,34052.5,11625,2.72
641762.87,4076410.8,46025,1150,6108.5,3016.75,2.62
641767.67,4048268.3,57225,9350,60697.5,22752.5,2.43
641780.49,4082583.5,17525,,1384.55, , 
641795.46,4110325.8,61875,,, , 
641795.57,4108640.8,53525,4275,42430,10152.75,2.37
641824.95,4084988.3,225,,, , 
641834.95,4066903.3,513325,89750,942900,86597.5,9.65
641845.07,4093747.9,373525,114500,1233325,89982.5,7.86
641852.92,4046158.3,224925,27500,325850,124955,4.53
641873.07,4070580.8,63025,8475,47377.5,28707.5,3.39
641885.65,4072515.8,171900,1000,,2657.25,2.66
641900.56,4056663.3,78425,,, , 
641918.07,4109150.8,34050,,2003.45, , 
641928.14,4048781,62850,6800,58372.5,15931,2.34
641937.99,4088248.3,4600,,, , 
641940.58,4094883.3,116125,,3389.75, , 
641955.46,4073470.8,83900,1150,,7183.75,6.25
642002.45,4065598.3,82325,150,,523.05,3.49
642026.07,4112986.5,71075,3125,34655,6276,2.01
642040.42,4073790.8,73825,8950,225852.5,51580,5.76
642047.36,4090733.5,55025,6850,71202.5,30920,4.51
642094.7,4096125.7,211925,33750,379650,14950.5,4.42
642094.95,4085918.3,225,,109.5075, , 
642097.8,4096610.2,218975,44000,172350,22061.75,5.01
642120.38,4044555.8,95425,22125,60062.5,48727.5,2.2
642125.67,4079133.3,110375,42500,363600,309750,7.3
642162.24,4097927.2,84100,7275,87117.5,36547.5,5.02
642165.44,4070598.3,17550,,7926.25, , 
642174.95,4090763.3,41200,,, , 
642175.53,4070355.8,29925,,, , 
642205.07,4051635.8,56575,,100292.5, , 
642210.63,4095128.3,62250,25,,79.2425,3.17
642247.66,4082180.8,35850,75,,167.1625,2.23
642250.42,4081338.3,35125,,34590, , 
642255.03,4095305.8,45550,1500,21550.5,3507,2.34
642255.67,4048478.3,100175,8025,46910,34180,4.26
642300.19,4071543.3,34225,,, , 
642300.48,4065575.8,70450,2025,,5475.75,2.7
642345.04,4073268.3,99325,3675,139320,15780,4.29
642347.78,4118823.3,55950,,, , 
642351.58,4071338.3,9675,,, , 
642362.63,4065145.9,114500,850,,2051.975,2.41
642366.96,4094752.6,69575,525,,1714.175,3.27
642387.89,4097600.9,126300,50,122605,240.8075,4.82
642387.9,4073738.3,76525,,, , 
642389.1,4093854,95975,,, , 
642412.76,4076950.9,250950,27250,216655,167410,6.16
642417.69,4086325.8,44050,525,38685,1181.325,2.25
642420.17,4048665.8,32925,,10802, , 
642457.85,4057365.8,86000,875,,2730.25,3.12
642457.92,4068993.4,158100,28000,102335,80337.5,2.86
642460.42,4098095.8,58850,,, , 
642480.23,4104945.8,104975,14000,137375,47567.5,3.4
642487.97,4086038.3,79300,,45992.5, , 
642512.83,4091448.3,51425,575,12282.25,1298.275,2.26
642518.21,4088983.5,49050,1050,30352.5,1938.1,1.85
642520.41,4095880.8,56175,5325,137357.5,26040,4.89
642528.89,4108466.9,387875,74250,431975,376675,5.07
642530.16,4121025.9,280525,32750,76302.5,159082.5,4.85
642534.3,4100520.3,317300,9650,,46847.5,4.85
642547.45,4072513.3,25850,,2008.075, , 
642553.4,4080605.8,30875,1225,4800.5,2326.225,1.9
642589.99,4085748.3,78325,3175,4185.75,10212.75,3.22
642630.7,4111363.5,106600,8825,103805,21416.5,2.43
642635.67,4092883.3,97150,,73885, , 
642637.65,4075070.8,89175,,11524.5, , 
642645.22,4073490.8,47725,,, , 
642675.31,4089768.3,43200,,, , 
642677.91,4090968.3,87600,19250,70690,55037.5,2.86
642700.16,4098073.3,6650,475,4011,1031.725,2.17
642730.15,4086538.4,107625,3875,118665,11723.75,3.03
642740.03,4114109.8,46025,1900,9988.75,4735.25,2.49
642743.4,4094854.8,70925,3025,34762.5,8026.5,2.65
642755.59,4093838.3,20000,1725,17930.5,4342.25,2.52
642775.49,4069633.5,46075,2425,,3515.25,1.45
642794.95,4063918.3,7975,,, , 
642795.36,4077135.8,95025,,, , 
642806.35,4114511.1,39650,,4696.5, , 
642825.29,4047868.3,60000,,22053, , 
642830.4,4082418.4,178775,41000,286375,224037.5,5.47
642835.19,4074615.8,146675,51500,477625,440350,8.53
642835.45,4098338.3,75725,775,20608,2730.25,3.52
642870.3,4041815.9,213400,750,47652.5,1805.675,2.41
642880.13,4083798.3,116475,8125,12389.75,22358.5,2.75
642887.15,4101447.8,295975,2600,,9025.25,3.47
642930.24,4065975.9,61700,6525,,21241.5,3.26
642930.79,4075665.8,130875,,, , 
642979.74,4097905.9,91450,27000,203257.5,147467.5,5.47
642982.87,4098887.8,152300,24075,153447.5,149017.5,6.19
643000.51,4060483.3,94025,,874.35, , 
643010.25,4088108.6,51800,19950,102045,79187.5,3.97
643011.91,4094263.7,61225,,, , 
643018.15,4074328.3,91775,,, , 
643029.95,4062558.3,4875,,, , 
643030.4,4053655.8,111575,825,,2310.225,2.8
643053.02,4087585.8,65425,1125,35597.5,2856.5,2.54
643055.3,4068418.3,83375,,, , 
643073.07,4079700.8,54425,,, , 
643110.49,4094020.8,45675,4025,79395,16346.75,4.06
643120.58,4099603.3,52825,,, , 
643152.94,4087258.3,36925,8175,31837.5,26632.5,3.26
643185.27,4099382.2,44225,,17793.25, , 
643192.78,4074700.8,195275,,, , 
643197.84,4070483.4,289425,40750,119662.5,120597.5,2.96
643211.72,4098059.2,62200,3550,,16492.5,4.65
643229.95,4090713.3,49725,,, , 
643232.83,4057598.3,80525,250,,478.775,1.92
643262.6,4048563,102875,9125,60175,25117.5,2.75
643264.95,4090468.3,25475,,, , 
643282.48,4093961,14425,,, , 
643285.09,4118445.1,67025,,, , 
643288.03,4082798.4,49025,,46270, , 
643305.93,4093140.8,14175,1750,6417.5,2109.5,1.21
643330.78,4097029.8,142300,2950,,8373.25,2.84
643350.29,4072928.3,204400,36500,208757.5,138160,3.77
643352.72,4084235.8,48875,,6608, , 
643355.46,4093460.8,40025,4175,28625,12062.25,2.89
643382.74,4063238.3,270500,56750,195980,201620,3.56
643420.65,4070093.3,76750,7850,16400.25,32132.5,4.09
643435.53,4065058.3,83175,4975,30217.5,12266,2.47
643440.25,4082006.2,108075,,, , 
643459.95,4062293.3,48250,1975,46697.5,5487.75,2.78
643468.28,4084368.3,33250,2675,22618,5779.5,2.16
643476.35,4097821,67125,,, , 
643494.23,4113995.7,29025,,, , 
643500.2,4106220.1,81050,,21927, , 
643500.46,4048598.3,58200,50,36220,126.7975,2.54
643501.67,4114236.6,56725,2325,41837.5,5477.5,2.36
643516.08,4112934.9,139175,1425,,4326.5,3.04
643522.6,4100380.8,100200,14425,75870,62945,4.36
643535.08,4101962,416725,825,,2974,3.6
643537.87,4117539.4,235625,675,,1825.575,2.7
643550.39,4083680.9,212525,67250,498550,550225,8.17
643563.1,4064860.8,100775,8650,93295,27625,3.19
643567.91,4099960.8,125450,7875,,26290,3.34
643570.05,4060828.4,202125,84000,738550,699475,8.33
643574.63,4091848,510400,129750,1271250,1199075,9.24
643577.72,4056700.8,38725,,, , 
643582.83,4069940.8,41700,,, , 
643585.5,4089435.9,190400,26250,81177.5,101152.5,3.85
643585.64,4061963.3,135350,,, , 
643612.85,4061355.8,71625,425,63917.5,1358.575,3.2
643629.95,4090308.3,49025,7250,33605,17938.5,2.47
643634.95,4062858.3,46725,7100,23758,19960.75,2.81
643650.19,4065585.8,150925,5150,28952.5,12695.75,2.47
643655.24,4096520.9,121100,10075,197890,58077.5,5.76
643672.74,4059893.3,49625,,, , 
643697.89,4090145.8,105800,4600,20026.25,14941,3.25
643700.6,4105308.3,117300,,, , 
643703.85,4110699.1,88075,,, , 
643708.01,4079450.8,54150,,20359.25, , 
643712.51,4047925.9,49075,3475,36480,12399.75,3.57
643735.18,4046290.9,62700,3000,,8365.25,2.79
643779.95,4086813.3,8025,125,888.6,326.25,2.61
643787.74,4084895.9,115625,2600,,6948.75,2.67
643787.75,4078293.3,54350,475,,1058.7,2.23
643790.33,4084470.8,41525,,, , 
643815.27,4121998.8,302425,3025,,19033.5,6.29
643838.12,4099193.5,196800,53000,306225,208040,3.92
643875.3,4073730.8,65375,,3572.5, , 
643885.44,4088518.3,24950,75,,171.7,2.29
643895.69,4104515.8,69600,4325,,15244.5,3.52
643899.95,4094075.8,69050,11200,65807.5,27937.5,2.49
643915.81,4098234.8,78100,29500,180372.5,125112.5,4.23
643930.27,4047560.8,132525,10525,179847.5,34632.5,3.29
643930.52,4046778.3,71950,,5897.5, , 
643942.86,4069848.3,115725,7625,77992.5,29875,3.92
643957.45,4080585.8,61275,,, , 
643959.95,4090098.3,21150,,803.6, , 
643978.07,4073818.3,9100,,, , 
643982.89,4074503.3,41775,,9407.5, , 
643984.52,4096289.2,33975,5600,36622.5,16419.5,2.93
643989.95,4060783.3,29950,,, , 
643990.18,4093165.8,91025,,, , 
644000.2,4112246.5,53375,,14336.5, , 
644045.2,4081030.9,202525,7200,,22153.75,3.08
644066.73,4113138.6,89725,,, , 
644097.75,4083685.9,69725,9600,98192.5,32692.5,3.41
644100.41,4078655.8,175225,750,105775,2364.025,3.15
644105.25,4098635.8,107500,1550,,4835.75,3.12
644110.33,4115960.7,193625,,76870, , 
644145.62,4099764.5,62475,28250,264200,228157.5,8.07
644159.95,4103728.3,46050,50,,198.7675,3.98
644160.43,4047205.8,108050,13975,84177.5,42687.5,3.05
644174.95,4086908.3,7300,,, , 
644187.74,4094723.3,38525,350,,848.35,2.42
644197.99,4076258.4,116225,825,2844.25,2928,3.55
644205.44,4068583.3,82875,3050,,9384.5,3.08
644208.03,4085530.8,66925,1975,14614.75,4356.5,2.21
644230.12,4092693.3,91350,,, , 
644238.23,4059995.8,103225,,, , 
644250.05,4096621,47625,1725,40260,6723.5,3.9
644264.95,4079828.3,7350,,, , 
644297.31,4113386.4,148825,9875,29965,37040,3.75
644298.9,4092150.3,236025,27000,198617.5,73810,2.72
644301.19,4102396.5,72800,,, , 
644318.11,4096483.3,29925,,2756, , 
644352.25,4096126.2,19575,1650,809.25,3090.25,1.87
644380.73,4123514.6,200425,85500,1429550,1305600,15.3
644403.17,4095363.3,33950,25,13964.25,52.2075,2.09
644404.74,4097666.9,95125,23675,76700,76287.5,3.22
644412.99,4055860.8,229150,,, , 
644415.1,4058380.9,125675,38000,275475,205852.5,5.4
644423.03,4095616.1,16925,,, , 
644442.67,4073725.8,31000,,, , 
644447.49,4108205.5,91875,4500,,11582,2.57
644455.49,4072508.5,12900,,, , 
644459.95,4106683.3,7300,,3427.5, , 
644485.7,4109325.1,83825,,, , 
644487.45,4074003.3,45575,3850,42757.5,9242,2.4
644490.61,4077613.3,82825,,24927.5, , 
644494.76,4103276.1,225350,57750,391575,313200,5.42
644505.45,4044943.3,218125,64000,890600,676900,10.6
644515.4,4087668.3,44075,1100,8402.5,2999.5,2.73
644534.95,4070718.3,6250,375,4838.5,705.5,1.88
644557.88,4099358.3,55250,,, , 
644565.36,4046778.3,70875,3400,15233.5,10806.25,3.18
644581.63,4097378.7,16700,125,,306.6,2.45
644589.95,4071008.3,4475,,1285.15, , 
644595.48,4092923.3,38200,1500,8553.75,2329.425,1.55
644625.93,4098417.1,133325,,, , 
644638.36,4088505.9,17150,,6008.25, , 
644667.72,4046473.3,91875,9225,95922.5,33652.5,3.65
644689.56,4093839.6,238200,84500,419225,280775,3.32
644699.95,4074413.3,7175,,, , 
644708.03,4077985.9,69275,,, , 
644730.27,4087915.8,65825,1750,10478,4760.25,2.72
644750.46,4058530.8,73725,2825,,12354.5,4.37
644754.95,4095588.3,1400,,, , 
644772.65,4091893.3,121325,325,,930.25,2.86
644785,4073098.3,52725,3150,4312.5,7300.5,2.32
644822.67,4066118.4,259025,10375,,38380,3.7
644884.34,4067396.8,111225,2800,,10757.75,3.84
644885.55,4044675.8,141725,500,,2028.8,4.06
644891.47,4097643.7,62925,,, , 
644900.41,4088200.8,82350,14650,52247.5,39835,2.72
644913,4045013.4,148025,2125,116957.5,10216.25,4.81
644923.05,4082418.3,32400,,16653.75, , 
644932.79,4081780.8,22075,7375,20513.75,16640.5,2.26
644937.51,4069560.9,71675,4275,36582.5,7601,1.78
644940.15,4072628.3,14575,,9214.5, , 
644955.36,4123833.3,265525,47750,742025,47200,9.9
644960.33,4073413.3,16800,,1414.4, , 
644980.32,4104535.9,121975,24025,141507.5,82717.5,3.44
644989.95,4048143.3,50025,2500,60520,10707,4.28
645005.09,4081503.3,40600,2775,2928.25,8718.25,3.14
645016.38,4114846.8,37700,,4696, , 
645064.95,4074553.3,7775,350,12846.25,1025.35,2.93
645075.21,4072258.3,133625,7125,,26070,3.66
645093.96,4102184.2,18875,,, , 
645134.98,4058713.3,83700,,33190, , 
645158.82,4071893.3,15200,,1047.7, , 
645161.23,4101993.2,45550,25,,48.3575,1.93
645170.17,4086143.3,36850,,26112.5, , 
645172.69,4079998.3,135900,3100,,9201.75,2.97
645174.95,4087588.3,19625,7925,18140.25,12857.5,1.62
645204.54,4103058.7,46800,2675,39387.5,9103.75,3.4
645205.67,4089438.3,25950,,, , 
645212.77,4048433.7,94475,,, , 
645214.91,4118492.8,242875,50,,95.3825,1.91
645234.56,4091806.8,65925,,1454.9, , 
645235.79,4068963.3,66925,2175,100877.5,8518.5,3.92
645289.74,4097612.6,36000,,11170.75, , 
645290.53,4094974.8,110850,,, , 
645303.16,4092613.4,58050,19875,81547.5,62277.5,3.13
645307.73,4101373.3,70325,3875,39925,10773.5,2.78
645313.19,4078974.3,239400,11925,229837.5,41865,3.51
645315.34,4045885.6,209250,36750,286475,144602.5,3.93
645338.05,4109428.2,51200,,, , 
645340.15,4046478.4,237000,97000,506675,385150,3.97
645353.13,4072520.9,114650,1775,103217.5,5958.75,3.36
645355.55,4092808.3,52175,1125,5576,2243.825,1.99
645388.88,4103425.5,26850,475,,1213.875,2.56
645392.75,4093610.8,47675,,, , 
645402.45,4086910.8,37575,,, , 
645410.48,4109773.6,361100,8475,,32230,3.8
645413,4090178.3,106550,,, , 
645440.42,4084393.3,127975,1025,126100,4826,4.71
645445.2,4042963.3,261625,17850,41380,38442.5,2.15
645462.68,4098388.3,64850,,12883.25, , 
645515.23,4071755.8,290275,41500,245050,171432.5,4.14
645525.54,4077873.3,77750,,23481, , 
645607.98,4097793.4,60900,,, , 
645610.23,4113285.9,739100,5475,,22115.5,4.04
645644.01,4099886.2,305175,14450,76117.5,52665,3.64
645667.9,4048938.3,41725,,, , 
645682.8,4044993.3,64325,1275,12267.75,3301.5,2.59
645682.97,4088193.3,103100,5625,3491.75,14972,2.66
645683.55,4094908.4,117150,16025,215560,88400,5.52
645707.7,4076590.9,84250,11950,132640,71362.5,5.97
645710.66,4080598.3,29600,,17649.75, , 
645750.34,4086746,16850,,1262.275, , 
645752.18,4100408.5,81675,1850,,7856.25,4.25
645752.85,4073965.8,51700,7425,88535,23702.25,3.19
645760.93,4081051,176825,20250,151610,108737.5,5.37
645763.03,4090003.3,20050,3450,5871.75,5349.75,1.55
645776.4,4073605.8,34175,,, , 
645788.56,4116651.5,456075,83500,354625,206827.5,2.48
645802.7,4079573.3,387850,111000,775050,655250,5.9
645820.28,4070508.3,95350,,, , 
645832.5,4095600.8,158850,15550,68535,50575,3.25
645838.03,4070713.3,67875,,, , 
645852.85,4088518.3,22500,3350,33707.5,8666.5,2.59
645853.11,4087813.3,48800,3475,21268.5,6954,2
645898.07,4063760.9,105800,4750,57555,12193.75,2.57
645908.48,4075563.3,7825,,2809.25, , 
645915.12,4102534.4,21425,7775,29530,18116.25,2.33
645915.89,4091241.1,113275,46000,309475,242437.5,5.27
645965.34,4074560.8,44275,900,,2487.975,2.76
645967.31,4099760.4,132100,7400,48362.5,21483,2.9
645982.89,4061860.8,167125,2025,,5934,2.93
645987.79,4098210.8,36100,5700,26390,14215.25,2.49
645995.57,4089100.8,30425,100,,208.205,2.08
646014.72,4104921.3,228425,,, , 
646015.25,4092598.3,67725,4200,72112.5,10440.25,2.49
646015.31,4083140.9,313700,7225,,32570,4.51
646033.21,4048328.5,26300,125,,272.775,2.18
646050.31,4097468.3,72775,9850,21771,24789.5,2.52
646074.57,4096020.3,76175,300,,996.15,3.32
646125.67,4068678.3,87225,,, , 
646147.71,4102051,81950,23775,124250,107287.5,4.51
646153.1,4076195.8,88475,8600,23064.5,28530,3.32
646171.12,4096331.8,71400,,, , 
646187.99,4097733.3,3050,,, , 
646207.68,4086993.3,90450,13750,100515,43847.5,3.19
646215.55,4095438.3,76425,925,75982.5,2682,2.9
646225.49,4102425.7,21600,1250,36655,3642.25,2.91
646239.95,4106743.3,23000,375,,892.975,2.38
646319.95,4110758.3,8025,,, , 
646322.98,4045330.9,43825,325,2007.775,874.35,2.69
646347.68,4044583.3,100600,13025,14494.5,44290,3.4
646380.4,4048603.3,165375,43500,299725,220365,5.08
646395.14,4096333.3,53675,1200,2760.25,3683.75,3.07
646400.38,4085953.4,194500,3475,2745.25,11492.75,3.31
646405.73,4090544,72600,,22019, , 
646407.61,4045825.8,77050,3100,63567.5,9875.75,3.19
646409.95,4077318.3,1125,,443.875, , 
646426.03,4120594.7,64025,6175,,17201,2.79
646427.85,4123013.5,215900,78500,439350,287050,3.66
646442.78,4090053.3,52650,2250,72352.5,7599.75,3.38
646453.97,4124085.9,665550,10125,,45277.5,4.47
646455.33,4066423.4,319850,52000,308625,179810,3.45
646465.28,4094441.4,52925,375,35465,1004.75,2.68
646480.43,4067540.8,74975,9200,,26465,2.88
646492.47,4092059.9,240375,18925,26622.5,46182.5,2.44
646500.46,4089338.3,86850,18625,76390,48915,2.63
646512.86,4089650.9,91425,3125,4059.75,7746,2.48
646513.87,4102066,35400,10975,66095,35680,3.25
646544.95,4043568.3,7500,200,,511.375,2.56
646555.31,4088865.9,139850,9150,115957.5,27867.5,3.05
646568.03,4076168.3,64450,5825,13307.5,21242.25,3.65
646600.57,4060198.4,146400,1125,,3469.5,3.08
646602.92,4072680.8,119775,300,,827.9,2.76
646612.84,4095185.9,102275,8400,48155,23381.5,2.78
646617.95,4077943.3,54600,2325,75877.5,7678.5,3.3
646620.41,4106448.3,69650,300,30340,913.35,3.04
646629.95,4105668.3,71300,,, , 
646631.23,4105371.4,248975,71250,424200,248587.5,3.49
646662.93,4100929.6,213550,6050,84007.5,16854.5,2.79
646665.7,4080015.8,28800,3400,3160.75,11666.5,3.43
646672.92,4045202,206500,103750,621875,571325,5.51
646685.05,4080588.3,62150,,, , 
646685.25,4063038.3,103000,1975,,5578,2.82
646685.49,4096345.8,88600,1450,86435,4768.25,3.29
646687.92,4055893.3,56100,20400,144972.5,108620,5.32
646697.79,4046190.8,89400,2150,51870,4763.5,2.22
646710.08,4071573.3,85150,,, , 
646730.36,4060485.8,95575,4250,26285,15416.25,3.63
646739.95,4075113.3,7950,,2820, , 
646739.95,4078578.3,7475,,, , 
646760.64,4085938.1,76825,,, , 
646790.62,4087383.3,29300,,45210, , 
646810.33,4086550.8,50050,6375,38020,15758,2.47
646823.03,4086938.3,44200,,, , 
646841.72,4102713.3,122825,20675,266225,112932.5,5.46
646849.55,4107083.6,36250,75,35395,154.7575,2.06
646858.2,4054741,37150,5500,106007.5,28725,5.22
646862.7,4045553.4,111775,,14530.25, , 
646882.94,4089213.3,50450,6175,47727.5,14730.25,2.39
646907.6,4087735.8,49925,16850,84645,67077.5,3.98
646969.38,4096815.6,185975,43500,234087.5,184882.5,4.26
646975.14,4086768.3,65700,,, , 
646982.93,4068268.3,96225,,, , 
647003.56,4074048.4,340275,17125,213687.5,70237.5,4.1
647009.43,4114608.8,96200,,, , 
647028.2,4084178.3,84200,6400,,21125,3.3
647040.23,4088440.8,33850,1475,,4572.75,3.1
647040.57,4046005.4,22875,,, , 
647042.96,4077608.3,167725,36000,221705,162367.5,4.51
647059.95,4042503.3,7875,,, , 
647100.66,4094063.4,41150,4475,77827.5,18400.5,4.11
647102.94,4118465.2,276525,7375,,20694,2.81
647128.17,4097683.3,3375,,, , 
647135.51,4108808.9,19950,3150,24233.5,7734.5,2.46
647142.69,4077003.3,117175,4400,51157.5,12911.25,2.93
647158.25,4076050.9,69100,2250,44165,5530,2.46
647177.81,4087753.3,70925,8725,85882.5,34380,3.94
647192.35,4093707.2,66550,1450,16368.25,6025.5,4.16
647202.77,4086948.5,58350,1300,72330,4157.5,3.2
647203.14,4072498.3,60825,350,15514.5,801.95,2.29
647209.95,4072438.3,44650,,, , 
647209.95,4073130.8,11875,,10317.25, , 
647235.36,4098373.3,77825,4450,,15114.5,3.4
647242.96,4098173.3,43700,,, , 
647255.15,4082165.8,114150,250,20221,757.3,3.03
647263.05,4089588.3,38825,1725,43402.5,5106.75,2.96
647264.95,4082163.3,124075,475,,1527.025,3.21
647270.44,4075853.3,81575,,6190.25, , 
647270.66,4113421.7,163325,4500,,12262.5,2.73
647300.4,4069228.3,134600,12625,17567.75,46140,3.65
647334.63,4107351,15875,25,4834,32.74,1.31
647336.42,4094013.7,39725,5225,54202.5,19005.25,3.64
647345.57,4070435.9,188350,43500,226507.5,154847.5,3.56
647382.83,4078168.3,156625,,21407, , 
647397.68,4087473.3,28975,25,,67.0325,2.68
647428.24,4095319.6,131300,13075,64195,38897.5,2.97
647435.38,4045268.4,255600,52250,222530,191520,3.66
647444.95,4088183.3,24400,125,,361.525,2.89
647482.58,4071778.4,67000,,, , 
647504.2,4107834.5,11500,,, , 
647520.27,4084343.7,84125,,, , 
647539.27,4098262.8,26775,525,21286,1614.325,3.07
647550.36,4086995.8,127450,1900,,5462,2.87
647584.95,4059233.3,58200,7100,39477.5,17557,2.47
647597.74,4099003.3,33225,7250,40317.5,18962.25,2.62
647603.02,4121316.8,66750,150,,339.525,2.26
647630.19,4093824.1,34600,5300,35107.5,15058.25,2.84
647637.89,4086658.3,45725,5225,28975,15459.25,2.96
647646.33,4094588.3,34950,950,28137.5,2324.675,2.45
647661.06,4113306.7,82400,425,,1208.85,2.84
647666.71,4102271.8,181250,34500,218517.5,161587.5,4.68
647677.71,4087480.8,103625,,, , 
647682.67,4092980.1,42750,10725,70397.5,40300,3.76
647686.39,4090828.1,25850,1875,18851,5609,2.99
647692.76,4082793.4,179725,41750,304000,183885,4.39
647712.82,4040823.3,82325,5200,35505,12561,2.42
647715.33,4080270.8,69625,25,,66.3175,2.65
647733.32,4097098.3,22600,,, , 
647739.95,4082818.3,179725,37000,289450,167440,4.54
647739.95,4092643.3,1875,,1694.275, , 
647740.64,4043928.3,138625,1400,12537.5,3571,2.55
647742.9,4085795.9,116550,3925,61470,13921.5,3.55
647755.42,4068043.3,172150,15550,111375,58977.5,3.79
647762.83,4083143.3,51725,12300,84345,44665,3.63
647787.95,4076935.8,109350,4025,,17847.5,4.43
647800.12,4102702.4,175325,3025,,11195.75,3.7
647802.74,4096648.3,44625,,22332, , 
647810.45,4084116,96100,,, , 
647835.4,4099025.8,116650,6000,88557.5,28562.5,4.76
647849.95,4073983.3,7500,,, , 
647852.96,4097690.2,73575,2800,54500,10489.25,3.75
647880.4,4076435.8,137650,26500,43992.5,106965,4.02
647922.45,4093708.3,27350,,10647.5, , 
647936.06,4098441.4,128275,,, , 
647955.22,4092480.8,124675,4675,148445,15892,3.4
647981.7,4106669.6,74600,,, , 
648025.32,4058308.3,37625,,12377, , 
648035.21,4086018.3,141475,,, , 
648042.8,4090148.3,187650,3500,108895,11776.25,3.36
648065.25,4087420.8,122975,6825,172282.5,26875,3.94
